Lat,Long,Count,Avg_speed
13.063695,80.250872,42.0,0.0
12.952294,80.140989,27.0,0.0
12.957018,80.143737,19.0,0.0
12.878942,80.080833,17.0,0.0
12.987451,80.175983,14.0,0.0
13.024587,80.228834,13.0,0.0
12.947328,80.137241,13.0,0.0
12.905776,80.096,11.0,0.0
12.995392,80.18836,10.0,0.0
13.015331,80.225674,10.0,0.0
12.929577,80.120645,10.0,0.0
13.006773,80.247857,9.0,0.0
13.038948,80.246765,8.0,0.0
12.998345,80.191994,8.0,0.0
12.961513,80.146125,7.0,0.0
12.72414,79.98172,7.0,0.0
12.697522,79.971618,6.0,0.0
12.979071,80.226517,6.0,0.0
12.696687,79.97697,6.0,0.0
12.970198,80.15051,6.0,0.0
12.909345,80.099412,6.0,0.0
12.925726,80.116707,5.0,0.0
13.00679,80.257327,5.0,0.0
12.843754,80.059473,4.0,0.0
13.031015,80.23935,4.0,0.0
13.011554,80.218631,4.0,0.0
12.936251,80.127341,4.0,0.0
12.917117,80.107387,4.0,0.0
12.743122,79.992531,3.0,0.0
12.762541,80.003841,3.0,0.0
13.007921,80.234943,3.0,0.0
13.001967,80.197192,3.0,0.0
13.06766,80.255134,3.0,0.0
12.922528,80.147759,3.0,0.0
12.960614,80.214839,3.0,0.0
12.860256,80.072542,2.0,0.0
12.942698,80.133381,2.0,0.0
12.84766,80.063003,2.0,0.0
12.683641,79.983086,2.0,0.0
13.066442,80.268538,2.0,0.0
13.0448,80.247885,2.0,0.0
12.979914,80.163202,2.0,0.0
12.920148,80.111317,2.0,0.0
12.795046,80.020296,1.0,0.0
13.053959,80.253033,1.0,0.0
12.95119,80.17453,1.0,0.0
13.169839,80.239495,1.0,0.0
13.053108,80.271899,1.0,0.0
12.948428,80.194592,1.0,0.0
13.061161,80.274346,1.0,0.0
13.084898,80.212822,1.0,0.0
12.630242,79.93112,1.0,0.0
13.006894,80.240015,1.0,0.0
12.925584,80.104311,1.0,0.0
12.975849,80.221046,1.0,0.0
12.922538,80.137556,1.0,0.0
12.821444,80.037815,0.0,0.0
12.49612,79.872126,0.0,0.0
13.056509,80.098002,0.0,0.0
12.675319,79.97774,0.0,0.0
13.049039,80.249575,0.0,0.0
13.070246,80.182138,0.0,0.0
12.945427,80.183226,0.0,0.0
12.94849,80.199422,0.0,0.0
13.091147,80.161413,0.0,0.0
13.087884,80.188836,0.0,0.0
13.084979,80.218049,0.0,0.0
12.606152,79.920946,0.0,0.0
13.05231,80.263854,0.0,0.0
13.067021,80.175539,0.0,0.0
12.811129,80.03069,0.0,0.0
12.657403,79.957922,0.0,0.0
12.867145,80.075565,0.0,0.0
13.036378,80.267669,0.0,0.0
13.085483,80.284532,0.0,0.0
13.071809,80.2746,0.0,0.0
12.874284,80.07834,0.0,0.0
12.924731,80.099706,0.0,0.0
12.91836,80.0818,0.0,0.0
12.930224,80.080118,0.0,0.0
12.987704,80.14203,0.0,0.0
13.062136,80.263221,0.0,0.0
13.038316,80.11316,0.0,0.0
13.047978,80.120264,0.0,0.0
13.031438,80.111128,0.0,0.0
12.919656,80.171449,0.0,0.0
12.923064,80.125447,0.0,0.0
13.079309,80.281877,0.0,0.0
13.017802,80.260788,0.0,0.0
13.008106,80.209289,0.0,0.0
13.006991,80.203461,0.0,0.0
12.964782,80.210092,0.0,0.0
12.987726,80.25568,0.0,0.0
