Lat,Long,Count,Avg_speed
13.05499,80.273664,295.0,15.0
13.053397,80.269287,224.0,15.0
13.06076,80.27429,206.0,15.0
12.877912,80.08357,203.0,10.0
13.068837,80.267663,123.0,18.0
13.065411,80.273794,121.0,16.0
13.072211,80.263761,81.0,18.0
13.065218,80.247813,79.0,15.0
13.053099,80.263905,67.0,21.0
13.064232,80.2675,53.0,18.0
12.97708,80.135655,48.0,18.0
13.05763,80.26499,47.0,21.0
12.511432,79.885416,47.0,18.0
13.036304,80.26784,45.0,17.0
12.69432,79.978689,44.0,17.0
12.688354,79.982801,39.0,17.0
13.067799,80.252297,36.0,13.0
13.029248,80.266234,35.0,17.0
12.697386,79.972095,33.0,19.0
13.048093,80.2659,31.0,22.0
13.04154,80.268169,28.0,19.0
12.982466,80.13959,28.0,22.0
12.972978,80.137865,28.0,13.0
12.96487,80.198588,27.0,16.0
13.057133,80.257141,25.0,15.0
12.965274,80.19202,25.0,13.0
13.062694,80.262512,25.0,16.0
13.071539,80.259111,24.0,23.0
12.98344,80.126182,24.0,19.0
12.99795,80.100683,22.0,19.0
12.508924,79.889384,21.0,20.0
12.963434,80.187627,20.0,16.0
12.939488,80.182468,20.0,22.0
12.979275,80.129411,20.0,19.0
12.701056,79.96935,20.0,25.0
12.683662,79.983067,19.0,16.0
12.958174,80.187052,19.0,11.0
13.02249,80.263563,18.0,17.0
13.065333,80.2572,18.0,23.0
12.952428,80.186268,16.0,14.0
12.965649,80.20443,16.0,23.0
13.006617,80.255654,15.0,22.0
12.970704,80.144959,15.0,13.0
13.042259,80.115087,14.0,15.0
12.67844,79.979914,13.0,28.0
12.984628,80.121685,13.0,24.0
12.986305,80.142041,13.0,19.0
12.933074,80.181794,12.0,17.0
13.01806,80.260915,11.0,23.0
12.76085,80.003378,10.0,23.0
13.006785,80.247846,10.0,16.0
12.967973,80.149467,9.0,17.0
13.03313,80.243284,9.0,24.0
12.927456,80.118552,8.0,25.0
12.906203,80.096338,7.0,10.0
12.72674,79.98259,7.0,40.0
13.00245,80.0986,7.0,23.0
12.97605,80.221548,7.0,32.0
12.922786,80.129838,6.0,19.0
12.741963,79.991226,6.0,27.0
13.030823,80.111182,6.0,27.0
13.035599,80.112142,6.0,24.0
13.030686,80.239312,6.0,23.0
12.946009,80.183518,6.0,28.0
12.96474,80.21055,6.0,20.0
13.049029,80.249786,5.0,28.0
12.841825,80.057242,5.0,24.0
13.039618,80.247158,5.0,19.0
12.949718,80.140031,5.0,30.0
12.922535,80.147754,5.0,11.0
12.992997,80.11402,5.0,27.0
12.923147,80.096913,5.0,14.0
12.70421,79.972828,4.0,55.0
12.515903,79.889652,4.0,30.0
12.921123,80.090821,4.0,19.0
12.925676,80.1022,4.0,17.0
12.919579,80.181117,4.0,16.0
12.927228,80.126711,3.0,11.0
12.538237,79.903923,3.0,53.0
12.979208,80.226503,3.0,9.0
12.924116,80.115007,3.0,45.0
13.007693,80.20684,3.0,29.0
12.973255,80.153068,3.0,43.0
12.936069,80.126901,3.0,31.0
12.963643,80.216215,3.0,28.0
12.627557,79.930026,2.0,52.0
12.506566,79.880659,2.0,18.0
12.862611,80.073519,2.0,24.0
13.020449,80.225198,2.0,38.0
13.013921,80.223196,2.0,28.0
12.959594,80.14473,2.0,10.0
13.133394,80.252853,2.0,19.0
12.668491,79.973274,2.0,37.0
12.922496,80.137556,2.0,21.0
13.067573,80.242869,2.0,32.0
12.922488,80.143045,2.0,18.0
12.719549,79.981001,1.0,58.0
13.050717,80.088955,1.0,7.0
12.977384,80.159361,1.0,58.0
12.546286,79.9055,1.0,34.0
13.025971,80.230938,1.0,4.0
12.822656,80.038747,1.0,30.0
13.009133,80.211944,1.0,33.0
13.088508,80.290316,1.0,23.0
12.985698,80.173587,1.0,42.0
13.096269,80.292877,1.0,18.0
13.104413,80.275938,1.0,11.0
13.116388,80.26195,1.0,23.0
13.130494,80.258818,1.0,11.0
13.121268,80.26578,1.0,20.0
12.927221,80.109053,1.0,37.0
12.918378,80.081695,1.0,35.0
12.92346,80.154942,1.0,5.0
12.966529,80.090406,0.0,0.0
12.795126,80.020096,0.0,0.0
12.942122,80.137983,0.0,0.0
12.937699,80.135,0.0,0.0
12.953443,80.164217,0.0,0.0
13.075144,80.216922,0.0,0.0
13.08839,80.174349,0.0,0.0
13.169852,80.239483,0.0,0.0
12.948541,80.208616,0.0,0.0
12.829614,80.123286,0.0,0.0
12.847945,80.141276,0.0,0.0
12.843096,80.13779,0.0,0.0
13.06655,80.230802,0.0,0.0
12.828934,80.043875,0.0,0.0
13.018301,80.218677,0.0,0.0
13.006876,80.239807,0.0,0.0
13.002018,80.198157,0.0,0.0
13.119211,80.293226,0.0,0.0
13.124783,80.29446,0.0,0.0
12.639746,79.936281,0.0,0.0
12.995087,80.18781,0.0,0.0
12.659422,79.963062,0.0,0.0
13.104725,80.285669,0.0,0.0
13.122088,80.259237,0.0,0.0
13.054858,80.121505,0.0,0.0
12.664174,79.968508,0.0,0.0
13.056353,80.116111,0.0,0.0
13.01629,80.102777,0.0,0.0
13.073296,80.240699,0.0,0.0
13.073928,80.224813,0.0,0.0
13.06121,80.163307,0.0,0.0
13.03162,80.277607,0.0,0.0
12.942436,80.132964,0.0,0.0
12.915988,80.105333,0.0,0.0
12.987726,80.25568,0.0,0.0
12.894915,80.14138,0.0,0.0
12.890028,80.137009,0.0,0.0
